pays,zone,annee,culture,production_tonnes,surface_ha,rendement_kg_ha,valeur_production_kUSD
Maurice,Océan Indien,2009,Canne à sucre,4428614.0,58725.0,75412.4,1240011.8
Maurice,Océan Indien,2009,Vanille,11.0,22.0,505.7,453.1
Maurice,Océan Indien,2009,Girofle,180.0,203.0,887.3,810.7
Maurice,Océan Indien,2009,Noix de coco,8091.0,1503.0,5385.0,4450.2
Comores,Océan Indien,2009,Canne à sucre,15478.0,306.0,50511.4,4333.8
Comores,Océan Indien,2009,Vanille,372.0,623.0,597.4,14885.5
Comores,Océan Indien,2009,Café,5159.0,14651.0,352.2,14446.2
Comores,Océan Indien,2009,Girofle,9022.0,8468.0,1065.4,40597.0
Comores,Océan Indien,2009,Noix de coco,53624.0,11281.0,4753.4,29493.2
Seychelles,Océan Indien,2009,Vanille,5.0,11.0,493.3,217.3
Seychelles,Océan Indien,2009,Girofle,54.0,66.0,821.2,242.2
Seychelles,Océan Indien,2009,Noix de coco,3452.0,537.0,6422.1,1898.5
Réunion,Océan Indien,2009,Canne à sucre,1735141.0,24296.0,71415.9,485839.6
Réunion,Océan Indien,2009,Vanille,27.0,47.0,566.6,1068.4
Réunion,Océan Indien,2009,Café,471.0,1066.0,441.6,1317.8
Réunion,Océan Indien,2009,Girofle,32.0,34.0,955.9,144.7
Réunion,Océan Indien,2009,Noix de coco,6543.0,1089.0,6009.9,3598.6
Brésil,Amériques tropicales,2009,Canne à sucre,762770850.0,10000428.0,76273.8,213575837.9
Brésil,Amériques tropicales,2009,Vanille,165.0,293.0,563.1,6593.6
Brésil,Amériques tropicales,2009,Café,3426364.0,2734921.0,1252.8,9593819.0
Brésil,Amériques tropicales,2009,Girofle,16508.0,11923.0,1384.5,74285.9
Brésil,Amériques tropicales,2009,Noix de coco,2998680.0,496546.0,6039.1,1649274.2
Inde,Asie tropicale,2009,Canne à sucre,313055068.0,4237088.0,73884.5,87655419.0
Inde,Asie tropicale,2009,Vanille,204.0,272.0,749.6,8149.6
Inde,Asie tropicale,2009,Café,373595.0,413470.0,903.6,1046064.9
Inde,Asie tropicale,2009,Girofle,85032.0,55580.0,1529.9,382644.8
Inde,Asie tropicale,2009,Noix de coco,16929980.0,2551576.0,6635.1,9311488.9
Thaïlande,Asie tropicale,2009,Canne à sucre,94312900.0,1386722.0,68011.4,26407612.1
Thaïlande,Asie tropicale,2009,Vanille,42.0,92.0,455.7,1668.7
Thaïlande,Asie tropicale,2009,Café,32072.0,51950.0,617.4,89801.8
Thaïlande,Asie tropicale,2009,Girofle,557.0,631.0,882.3,2506.2
Thaïlande,Asie tropicale,2009,Noix de coco,1205755.0,220240.0,5474.7,663165.5
Indonésie,Asie tropicale,2009,Canne à sucre,33264976.0,498844.0,66684.2,9314193.1
Indonésie,Asie tropicale,2009,Vanille,2467.0,3764.0,655.5,98695.8
Indonésie,Asie tropicale,2009,Café,758415.0,1136125.0,667.5,2123560.8
Indonésie,Asie tropicale,2009,Girofle,119380.0,83875.0,1423.3,537211.2
Indonésie,Asie tropicale,2009,Noix de coco,20611064.0,3347339.0,6157.4,11336084.9
Malaisie,Asie tropicale,2009,Canne à sucre,796560.0,8377.0,95086.2,223036.9
Malaisie,Asie tropicale,2009,Vanille,,,,
Malaisie,Asie tropicale,2009,Café,18946.0,34408.0,550.6,53050.1
Malaisie,Asie tropicale,2009,Girofle,,,,
Malaisie,Asie tropicale,2009,Noix de coco,548043.0,81766.0,6702.6,301423.6
Madagascar,Afrique de l'Est,2010,Canne à sucre,2730658.0,47959.0,56937.9,764584.3
Madagascar,Afrique de l'Est,2010,Vanille,3165.0,4566.0,693.2,126605.3
Madagascar,Afrique de l'Est,2010,Café,60874.0,171100.0,355.8,170447.1
Madagascar,Afrique de l'Est,2010,Girofle,15381.0,11927.0,1289.6,69215.2
Madagascar,Afrique de l'Est,2010,Noix de coco,104437.0,28590.0,3652.9,57440.4
Mozambique,Afrique de l'Est,2010,Canne à sucre,4250653.0,70995.0,59872.2,1190182.9
Mozambique,Afrique de l'Est,2010,Vanille,128.0,312.0,411.1,5135.0
Mozambique,Afrique de l'Est,2010,Café,,,,
Mozambique,Afrique de l'Est,2010,Girofle,2203.0,2252.0,978.2,9915.0
Mozambique,Afrique de l'Est,2010,Noix de coco,23865.0,7995.0,2984.9,13126.0
Kenya,Afrique de l'Est,2010,Canne à sucre,5870335.0,73925.0,79409.7,1643693.8
Kenya,Afrique de l'Est,2010,Vanille,88.0,206.0,427.0,3511.0
Kenya,Afrique de l'Est,2010,Café,51444.0,84686.0,607.5,144042.5
Kenya,Afrique de l'Est,2010,Girofle,946.0,1343.0,704.8,4258.6
Kenya,Afrique de l'Est,2010,Noix de coco,168443.0,32971.0,5108.8,92643.4
Tanzania,Afrique de l'Est,2010,Canne à sucre,2749565.0,45905.0,59896.7,769878.3
Tanzania,Afrique de l'Est,2010,Vanille,211.0,499.0,422.6,8433.1
Tanzania,Afrique de l'Est,2010,Café,60030.0,130380.0,460.4,168082.7
Tanzania,Afrique de l'Est,2010,Girofle,11642.0,9620.0,1210.1,52387.8
Tanzania,Afrique de l'Est,2010,Noix de coco,598832.0,112515.0,5322.2,329357.6
Uganda,Afrique de l'Est,2010,Canne à sucre,1902152.0,36619.0,51944.1,532602.5
Uganda,Afrique de l'Est,2010,Vanille,68.0,183.0,370.9,2709.3
Uganda,Afrique de l'Est,2010,Café,288654.0,384804.0,750.1,808231.3
Uganda,Afrique de l'Est,2010,Girofle,,,,
Uganda,Afrique de l'Est,2010,Noix de coco,15611.0,4172.0,3742.0,8586.1
Ethiopia,Afrique de l'Est,2010,Canne à sucre,1176093.0,15905.0,73945.4,329306.2
Ethiopia,Afrique de l'Est,2010,Vanille,31.0,104.0,297.7,1236.6
Ethiopia,Afrique de l'Est,2010,Café,464976.0,647788.0,717.8,1301932.7
Ethiopia,Afrique de l'Est,2010,Girofle,110.0,208.0,528.4,494.3
Maurice,Océan Indien,2010,Canne à sucre,3709536.0,53178.0,69757.2,1038670.2
Maurice,Océan Indien,2010,Vanille,11.0,20.0,524.0,429.2
Maurice,Océan Indien,2010,Girofle,208.0,228.0,909.4,934.1
Maurice,Océan Indien,2010,Noix de coco,8746.0,1465.0,5971.8,4810.5
Comores,Océan Indien,2010,Canne à sucre,15849.0,314.0,50423.7,4437.7
Comores,Océan Indien,2010,Vanille,398.0,616.0,645.2,15900.2
Comores,Océan Indien,2010,Café,5154.0,15088.0,341.6,14430.4
Comores,Océan Indien,2010,Girofle,9435.0,8251.0,1143.6,42458.7
Comores,Océan Indien,2010,Noix de coco,59572.0,12472.0,4776.3,32764.5
Seychelles,Océan Indien,2010,Vanille,5.0,11.0,477.2,208.8
Seychelles,Océan Indien,2010,Girofle,52.0,63.0,836.9,235.5
Seychelles,Océan Indien,2010,Noix de coco,3224.0,503.0,6404.1,1773.1
Réunion,Océan Indien,2010,Canne à sucre,1921859.0,24817.0,77439.9,538120.6
Réunion,Océan Indien,2010,Vanille,26.0,43.0,597.9,1035.3
Réunion,Océan Indien,2010,Café,509.0,1067.0,477.7,1426.5
Réunion,Océan Indien,2010,Girofle,30.0,32.0,916.3,133.6
Réunion,Océan Indien,2010,Noix de coco,6073.0,944.0,6431.1,3340.2
Brésil,Amériques tropicales,2010,Canne à sucre,825161673.0,10848329.0,76063.5,231045268.5
Brésil,Amériques tropicales,2010,Vanille,166.0,320.0,518.4,6637.1
Brésil,Amériques tropicales,2010,Café,3911147.0,3060935.0,1277.8,10951210.8
Brésil,Amériques tropicales,2010,Girofle,16713.0,12834.0,1302.2,75207.2
Brésil,Amériques tropicales,2010,Noix de coco,3105769.0,493864.0,6288.7,1708172.8
Inde,Asie tropicale,2010,Canne à sucre,344884522.0,4658097.0,74039.8,96567666.1
Inde,Asie tropicale,2010,Vanille,201.0,282.0,712.6,8041.0
Inde,Asie tropicale,2010,Café,324484.0,376167.0,862.6,908554.4
Inde,Asie tropicale,2010,Girofle,78863.0,52369.0,1505.9,354885.3
Inde,Asie tropicale,2010,Noix de coco,15952442.0,2635648.0,6052.6,8773843.2
Thaïlande,Asie tropicale,2010,Canne à sucre,86756747.0,1191390.0,72819.7,24291889.1
Thaïlande,Asie tropicale,2010,Vanille,43.0,86.0,496.8,1716.1
Thaïlande,Asie tropicale,2010,Café,30069.0,48644.0,618.1,84193.7
Thaïlande,Asie tropicale,2010,Girofle,504.0,600.0,840.6,2267.9
Thaïlande,Asie tropicale,2010,Noix de coco,1321293.0,236446.0,5588.1,726711.3
Indonésie,Asie tropicale,2010,Canne à sucre,36805534.0,561230.0,65580.1,10305549.6
Indonésie,Asie tropicale,2010,Vanille,2068.0,3231.0,640.1,82733.0
Indonésie,Asie tropicale,2010,Café,808964.0,1204949.0,671.4,2265099.4
Indonésie,Asie tropicale,2010,Girofle,116302.0,80198.0,1450.2,523359.6
Indonésie,Asie tropicale,2010,Noix de coco,18955450.0,3183587.0,5954.1,10425497.8
Malaisie,Asie tropicale,2010,Canne à sucre,,,,
Malaisie,Asie tropicale,2010,Vanille,16.0,30.0,524.7,638.5
Malaisie,Asie tropicale,2010,Café,17991.0,33277.0,540.6,50374.9
Malaisie,Asie tropicale,2010,Girofle,1186.0,990.0,1197.8,5336.2
Malaisie,Asie tropicale,2010,Noix de coco,,,,
Madagascar,Afrique de l'Est,2011,Canne à sucre,2810693.0,47523.0,59143.3,786994.0
Madagascar,Afrique de l'Est,2011,Vanille,3426.0,4734.0,723.7,137035.3
Madagascar,Afrique de l'Est,2011,Café,58796.0,154004.0,381.8,164628.0
Madagascar,Afrique de l'Est,2011,Girofle,15107.0,11935.0,1265.8,67983.5
Madagascar,Afrique de l'Est,2011,Noix de coco,99427.0,27936.0,3559.1,54685.0
Mozambique,Afrique de l'Est,2011,Canne à sucre,4126627.0,66669.0,61897.1,1155455.5
Mozambique,Afrique de l'Est,2011,Vanille,123.0,306.0,400.7,4901.0
Mozambique,Afrique de l'Est,2011,Café,24632.0,84024.0,293.2,68969.7
Mozambique,Afrique de l'Est,2011,Girofle,2232.0,2269.0,984.0,10045.2
Mozambique,Afrique de l'Est,2011,Noix de coco,23803.0,7276.0,3271.5,13091.7
Kenya,Afrique de l'Est,2011,Canne à sucre,,,,
Kenya,Afrique de l'Est,2011,Vanille,84.0,213.0,392.4,3344.0
Kenya,Afrique de l'Est,2011,Café,49158.0,77745.0,632.3,137642.8
Kenya,Afrique de l'Est,2011,Girofle,861.0,1259.0,684.1,3875.7
Kenya,Afrique de l'Est,2011,Noix de coco,164168.0,31138.0,5272.3,90292.4
Tanzania,Afrique de l'Est,2011,Canne à sucre,2506816.0,39678.0,63179.1,701908.6
Tanzania,Afrique de l'Est,2011,Vanille,225.0,528.0,425.4,8982.2
Tanzania,Afrique de l'Est,2011,Café,55405.0,126504.0,438.0,155133.1
Tanzania,Afrique de l'Est,2011,Girofle,12097.0,9879.0,1224.4,54435.7
Tanzania,Afrique de l'Est,2011,Noix de coco,622496.0,120632.0,5160.3,342373.0
Uganda,Afrique de l'Est,2011,Canne à sucre,1900808.0,35185.0,54023.2,532226.3
Uganda,Afrique de l'Est,2011,Vanille,67.0,178.0,375.6,2670.7
Uganda,Afrique de l'Est,2011,Café,299259.0,437830.0,683.5,837926.4
Uganda,Afrique de l'Est,2011,Girofle,223.0,317.0,702.0,1001.9
Uganda,Afrique de l'Est,2011,Noix de coco,15213.0,4736.0,3211.9,8367.2
Ethiopia,Afrique de l'Est,2011,Canne à sucre,1381612.0,19937.0,69297.9,386851.3
Ethiopia,Afrique de l'Est,2011,Vanille,33.0,103.0,323.0,1329.8
Ethiopia,Afrique de l'Est,2011,Café,,,,
Ethiopia,Afrique de l'Est,2011,Girofle,115.0,208.0,552.8,516.2
Maurice,Océan Indien,2011,Canne à sucre,3718161.0,50664.0,73388.2,1041085.0
Maurice,Océan Indien,2011,Vanille,10.0,18.0,544.4,390.4
Maurice,Océan Indien,2011,Girofle,218.0,243.0,896.7,979.2
Maurice,Océan Indien,2011,Noix de coco,8499.0,1430.0,5945.2,4674.7
Comores,Océan Indien,2011,Canne à sucre,16614.0,318.0,52248.7,4652.0
Comores,Océan Indien,2011,Vanille,379.0,632.0,599.8,15156.0
Comores,Océan Indien,2011,Café,5765.0,16447.0,350.5,16143.3
Comores,Océan Indien,2011,Girofle,8002.0,6895.0,1160.5,36008.3
Comores,Océan Indien,2011,Noix de coco,55140.0,11979.0,4603.0,30327.1
Seychelles,Océan Indien,2011,Vanille,6.0,12.0,492.8,233.1
Seychelles,Océan Indien,2011,Girofle,50.0,53.0,956.7,226.7
Seychelles,Océan Indien,2011,Noix de coco,3235.0,486.0,6660.0,1779.1
Réunion,Océan Indien,2011,Canne à sucre,2121582.0,28134.0,75411.0,594042.8
Réunion,Océan Indien,2011,Vanille,28.0,48.0,580.3,1104.7
Réunion,Océan Indien,2011,Café,527.0,1261.0,417.9,1476.0
Réunion,Océan Indien,2011,Girofle,33.0,34.0,985.2,148.7
Réunion,Océan Indien,2011,Noix de coco,6762.0,1096.0,6168.6,3718.9
Brésil,Amériques tropicales,2011,Canne à sucre,767628469.0,10096765.0,76027.2,214935971.4
Brésil,Amériques tropicales,2011,Vanille,160.0,295.0,540.3,6380.5
Brésil,Amériques tropicales,2011,Café,3728361.0,2855594.0,1305.6,10439409.5
Brésil,Amériques tropicales,2011,Girofle,18839.0,14019.0,1343.8,84775.9
Brésil,Amériques tropicales,2011,Noix de coco,3466653.0,571300.0,6068.0,1906658.9
Inde,Asie tropicale,2011,Canne à sucre,364750789.0,5071788.0,71917.6,102130220.8
Inde,Asie tropicale,2011,Vanille,225.0,324.0,693.2,8984.7
Inde,Asie tropicale,2011,Café,348747.0,389464.0,895.5,976491.5
Inde,Asie tropicale,2011,Girofle,76389.0,47483.0,1608.8,343750.8
Inde,Asie tropicale,2011,Noix de coco,16962425.0,2635959.0,6435.0,9329333.8
Thaïlande,Asie tropicale,2011,Canne à sucre,90313500.0,1162581.0,77683.6,25287779.9
Thaïlande,Asie tropicale,2011,Vanille,,,,
Thaïlande,Asie tropicale,2011,Café,30512.0,51588.0,591.5,85434.4
Thaïlande,Asie tropicale,2011,Girofle,495.0,580.0,852.2,2226.1
Thaïlande,Asie tropicale,2011,Noix de coco,1314903.0,223607.0,5880.4,723196.8
Indonésie,Asie tropicale,2011,Canne à sucre,35277663.0,511141.0,69017.5,9877745.5
Indonésie,Asie tropicale,2011,Vanille,2312.0,3662.0,631.2,92462.5
Indonésie,Asie tropicale,2011,Café,758798.0,1081921.0,701.3,2124633.9
Indonésie,Asie tropicale,2011,Girofle,117395.0,80744.0,1453.9,528277.6
Indonésie,Asie tropicale,2011,Noix de coco,19821025.0,3337385.0,5939.1,10901563.7
Malaisie,Asie tropicale,2011,Canne à sucre,,,,
Malaisie,Asie tropicale,2011,Vanille,17.0,33.0,500.6,668.4
Malaisie,Asie tropicale,2011,Café,20407.0,35237.0,579.1,57140.9
Malaisie,Asie tropicale,2011,Girofle,1343.0,1177.0,1140.6,6041.5
Malaisie,Asie tropicale,2011,Noix de coco,537429.0,72603.0,7402.3,295586.1
Madagascar,Afrique de l'Est,2012,Canne à sucre,2780835.0,46420.0,59906.3,778633.8
Madagascar,Afrique de l'Est,2012,Vanille,3098.0,4641.0,667.4,123903.0
Madagascar,Afrique de l'Est,2012,Café,60537.0,164295.0,368.5,169503.3
Madagascar,Afrique de l'Est,2012,Girofle,16660.0,12906.0,1290.9,74972.0
Madagascar,Afrique de l'Est,2012,Noix de coco,110375.0,29803.0,3703.5,60706.2
Mozambique,Afrique de l'Est,2012,Canne à sucre,4349099.0,68939.0,63085.8,1217747.7
Mozambique,Afrique de l'Est,2012,Vanille,136.0,318.0,428.6,5448.2
Mozambique,Afrique de l'Est,2012,Café,24716.0,82084.0,301.1,69203.7
Mozambique,Afrique de l'Est,2012,Girofle,2298.0,2307.0,996.2,10342.4
Mozambique,Afrique de l'Est,2012,Noix de coco,26584.0,7719.0,3444.0,14621.0
Kenya,Afrique de l'Est,2012,Canne à sucre,5585494.0,71643.0,77962.8,1563938.4
Kenya,Afrique de l'Est,2012,Vanille,79.0,194.0,409.7,3175.9
Kenya,Afrique de l'Est,2012,Café,54768.0,86783.0,631.1,153350.2
Kenya,Afrique de l'Est,2012,Girofle,878.0,1205.0,729.0,3953.2
Kenya,Afrique de l'Est,2012,Noix de coco,151627.0,31552.0,4805.6,83394.7
Tanzania,Afrique de l'Est,2012,Canne à sucre,2718183.0,44779.0,60702.2,761091.3
Tanzania,Afrique de l'Est,2012,Vanille,216.0,479.0,449.9,8620.6
Tanzania,Afrique de l'Est,2012,Café,55848.0,127036.0,439.6,156375.5
Tanzania,Afrique de l'Est,2012,Girofle,12471.0,11542.0,1080.5,56121.0
Tanzania,Afrique de l'Est,2012,Noix de coco,592879.0,103619.0,5721.7,326083.6
Uganda,Afrique de l'Est,2012,Canne à sucre,1946048.0,36652.0,53095.5,544893.4
Uganda,Afrique de l'Est,2012,Vanille,72.0,207.0,348.3,2883.4
Uganda,Afrique de l'Est,2012,Café,323599.0,438531.0,737.9,906076.4
Uganda,Afrique de l'Est,2012,Girofle,184.0,273.0,672.8,827.1
Uganda,Afrique de l'Est,2012,Noix de coco,16665.0,4979.0,3347.1,9166.0
Ethiopia,Afrique de l'Est,2012,Canne à sucre,1235756.0,18027.0,68551.2,346011.6
Ethiopia,Afrique de l'Est,2012,Vanille,33.0,114.0,286.6,1312.5
Ethiopia,Afrique de l'Est,2012,Café,518942.0,682459.0,760.4,1453038.0
Ethiopia,Afrique de l'Est,2012,Girofle,110.0,208.0,529.0,496.1
Maurice,Océan Indien,2012,Canne à sucre,3690552.0,50106.0,73654.5,1033354.7
Maurice,Océan Indien,2012,Vanille,10.0,18.0,543.0,400.5
Maurice,Océan Indien,2012,Girofle,200.0,226.0,885.7,900.9
Maurice,Océan Indien,2012,Noix de coco,8443.0,1397.0,6044.8,4643.9
Comores,Océan Indien,2012,Canne à sucre,16625.0,344.0,48394.2,4655.1
Comores,Océan Indien,2012,Vanille,352.0,588.0,598.7,14086.5
Comores,Océan Indien,2012,Café,5834.0,16889.0,345.5,16335.9
Comores,Océan Indien,2012,Girofle,8749.0,7987.0,1095.4,39370.5
Comores,Océan Indien,2012,Noix de coco,53112.0,10769.0,4931.8,29211.5
Seychelles,Océan Indien,2012,Vanille,5.0,10.0,502.1,209.2
Seychelles,Océan Indien,2012,Girofle,58.0,66.0,877.9,258.9
Seychelles,Océan Indien,2012,Noix de coco,3707.0,542.0,6835.9,2038.6
Réunion,Océan Indien,2012,Canne à sucre,1982772.0,27760.0,71425.5,555176.3
Réunion,Océan Indien,2012,Vanille,29.0,45.0,640.6,1154.9
Réunion,Océan Indien,2012,Café,,,,
Réunion,Océan Indien,2012,Girofle,33.0,35.0,942.7,148.3
Réunion,Océan Indien,2012,Noix de coco,6380.0,1096.0,5820.7,3509.1
Brésil,Amériques tropicales,2012,Canne à sucre,770513890.0,9910357.0,77748.3,215743889.2
Brésil,Amériques tropicales,2012,Vanille,154.0,297.0,519.5,6176.2
Brésil,Amériques tropicales,2012,Café,3661991.0,2697542.0,1357.5,10253575.6
Brésil,Amériques tropicales,2012,Girofle,17464.0,12193.0,1432.3,78587.7
Brésil,Amériques tropicales,2012,Noix de coco,3222171.0,538415.0,5984.5,1772193.8
Inde,Asie tropicale,2012,Canne à sucre,348625338.0,4655209.0,74889.3,97615094.5
Inde,Asie tropicale,2012,Vanille,226.0,318.0,710.5,9035.3
Inde,Asie tropicale,2012,Café,377353.0,438287.0,861.0,1056588.0
Inde,Asie tropicale,2012,Girofle,74925.0,45968.0,1629.9,337162.0
Inde,Asie tropicale,2012,Noix de coco,17561051.0,2640446.0,6650.8,9658577.8
Thaïlande,Asie tropicale,2012,Canne à sucre,95684081.0,1352983.0,70720.8,26791542.8
Thaïlande,Asie tropicale,2012,Vanille,49.0,105.0,469.3,1967.6
Thaïlande,Asie tropicale,2012,Café,28955.0,45457.0,637.0,81074.9
Thaïlande,Asie tropicale,2012,Girofle,,,,
Thaïlande,Asie tropicale,2012,Noix de coco,1271200.0,209427.0,6069.9,699160.2
Indonésie,Asie tropicale,2012,Canne à sucre,35148079.0,528367.0,66522.1,9841462.1
Indonésie,Asie tropicale,2012,Vanille,2055.0,3135.0,655.6,82205.9
Indonésie,Asie tropicale,2012,Café,873037.0,1264968.0,690.2,2444503.3
Indonésie,Asie tropicale,2012,Girofle,125775.0,85060.0,1478.7,565986.9
Indonésie,Asie tropicale,2012,Noix de coco,18499448.0,2805945.0,6592.9,10174696.3
Malaisie,Asie tropicale,2012,Canne à sucre,867929.0,8669.0,100119.5,243020.1
Malaisie,Asie tropicale,2012,Vanille,17.0,35.0,481.0,682.9
Malaisie,Asie tropicale,2012,Café,18690.0,33615.0,556.0,52332.1
Malaisie,Asie tropicale,2012,Girofle,1526.0,1256.0,1215.1,6867.7
Malaisie,Asie tropicale,2012,Noix de coco,597320.0,79544.0,7509.3,328526.1
Madagascar,Afrique de l'Est,2013,Canne à sucre,2490348.0,43066.0,57826.8,697297.5
Madagascar,Afrique de l'Est,2013,Vanille,3229.0,4703.0,686.7,129176.3
Madagascar,Afrique de l'Est,2013,Café,65122.0,166993.0,390.0,182340.9
Madagascar,Afrique de l'Est,2013,Girofle,15454.0,12366.0,1249.7,69542.3
Madagascar,Afrique de l'Est,2013,Noix de coco,102696.0,26917.0,3815.3,56482.8
Mozambique,Afrique de l'Est,2013,Canne à sucre,4247986.0,70793.0,60005.9,1189436.0
Mozambique,Afrique de l'Est,2013,Vanille,128.0,295.0,435.2,5130.3
Mozambique,Afrique de l'Est,2013,Café,24622.0,78122.0,315.2,68942.8
Mozambique,Afrique de l'Est,2013,Girofle,2218.0,2284.0,971.1,9978.9
Mozambique,Afrique de l'Est,2013,Noix de coco,22589.0,6930.0,3259.7,12423.7
Kenya,Afrique de l'Est,2013,Canne à sucre,5731377.0,70911.0,80824.7,1604785.5
Kenya,Afrique de l'Est,2013,Vanille,89.0,218.0,408.5,3565.7
Kenya,Afrique de l'Est,2013,Café,55441.0,95181.0,582.5,155233.7
Kenya,Afrique de l'Est,2013,Girofle,893.0,1240.0,720.0,4018.1
Kenya,Afrique de l'Est,2013,Noix de coco,152497.0,28972.0,5263.7,83873.5
Tanzania,Afrique de l'Est,2013,Canne à sucre,2563347.0,42857.0,59811.5,717737.2
Tanzania,Afrique de l'Est,2013,Vanille,230.0,513.0,448.1,9188.4
Tanzania,Afrique de l'Est,2013,Café,59845.0,135283.0,442.4,167565.4
Tanzania,Afrique de l'Est,2013,Girofle,,,,
Tanzania,Afrique de l'Est,2013,Noix de coco,655898.0,131463.0,4989.2,360743.7
Uganda,Afrique de l'Est,2013,Canne à sucre,2006084.0,37654.0,53276.8,561703.5
Uganda,Afrique de l'Est,2013,Vanille,62.0,175.0,356.1,2495.8
Uganda,Afrique de l'Est,2013,Café,311640.0,435916.0,714.9,872593.3
Uganda,Afrique de l'Est,2013,Girofle,228.0,340.0,672.2,1027.6
Uganda,Afrique de l'Est,2013,Noix de coco,17730.0,5449.0,3253.9,9751.4
Ethiopia,Afrique de l'Est,2013,Canne à sucre,1383549.0,19575.0,70678.0,387393.7
Ethiopia,Afrique de l'Est,2013,Vanille,30.0,96.0,307.8,1186.8
Ethiopia,Afrique de l'Est,2013,Café,553686.0,718524.0,770.6,1550321.2
Ethiopia,Afrique de l'Est,2013,Girofle,110.0,202.0,542.1,493.7
Maurice,Océan Indien,2013,Canne à sucre,4071790.0,55294.0,73639.1,1140101.3
Maurice,Océan Indien,2013,Vanille,11.0,20.0,546.3,436.0
Maurice,Océan Indien,2013,Girofle,214.0,238.0,896.5,961.6
Maurice,Océan Indien,2013,Noix de coco,8917.0,1502.0,5936.4,4904.6
Comores,Océan Indien,2013,Canne à sucre,15076.0,299.0,50398.7,4221.2
Comores,Océan Indien,2013,Vanille,399.0,704.0,565.9,15945.3
Comores,Océan Indien,2013,Café,5205.0,14815.0,351.3,14574.0
Comores,Océan Indien,2013,Girofle,9193.0,8464.0,1086.2,41368.3
Comores,Océan Indien,2013,Noix de coco,57776.0,11515.0,5017.6,31776.9
Seychelles,Océan Indien,2013,Vanille,6.0,13.0,457.6,234.3
Seychelles,Océan Indien,2013,Girofle,58.0,69.0,845.2,261.5
Seychelles,Océan Indien,2013,Noix de coco,4002.0,630.0,6352.9,2201.3
Réunion,Océan Indien,2013,Canne à sucre,1912576.0,25719.0,74364.3,535521.3
Réunion,Océan Indien,2013,Vanille,28.0,45.0,610.4,1106.3
Réunion,Océan Indien,2013,Café,555.0,1165.0,476.7,1555.2
Réunion,Océan Indien,2013,Girofle,31.0,30.0,1030.0,137.5
Réunion,Océan Indien,2013,Noix de coco,6748.0,1051.0,6420.7,3711.3
Brésil,Amériques tropicales,2013,Canne à sucre,,,,
Brésil,Amériques tropicales,2013,Vanille,157.0,324.0,483.3,6264.6
Brésil,Amériques tropicales,2013,Café,3369260.0,2569223.0,1311.4,9433927.3
Brésil,Amériques tropicales,2013,Girofle,18241.0,13655.0,1335.8,82083.1
Brésil,Amériques tropicales,2013,Noix de coco,3081500.0,501156.0,6148.8,1694824.8
Inde,Asie tropicale,2013,Canne à sucre,,,,
Inde,Asie tropicale,2013,Vanille,225.0,307.0,732.1,8989.2
Inde,Asie tropicale,2013,Café,371317.0,449712.0,825.7,1039688.8
Inde,Asie tropicale,2013,Girofle,81225.0,50768.0,1599.9,365513.3
Inde,Asie tropicale,2013,Noix de coco,18266468.0,2874939.0,6353.7,10046557.5
Thaïlande,Asie tropicale,2013,Canne à sucre,102028757.0,1529493.0,66707.6,28568052.1
Thaïlande,Asie tropicale,2013,Vanille,46.0,97.0,470.1,1831.8
Thaïlande,Asie tropicale,2013,Café,30191.0,46607.0,647.8,84534.9
Thaïlande,Asie tropicale,2013,Girofle,595.0,717.0,829.3,2676.3
Thaïlande,Asie tropicale,2013,Noix de coco,1226661.0,214628.0,5715.3,674663.4
Indonésie,Asie tropicale,2013,Canne à sucre,35385060.0,559578.0,63235.2,9907816.7
Indonésie,Asie tropicale,2013,Vanille,2314.0,3358.0,689.2,92570.2
Indonésie,Asie tropicale,2013,Café,792457.0,1043936.0,759.1,2218879.0
Indonésie,Asie tropicale,2013,Girofle,117616.0,87291.0,1347.4,529272.6
Indonésie,Asie tropicale,2013,Noix de coco,17086696.0,2540322.0,6726.2,9397683.1
Malaisie,Asie tropicale,2013,Canne à sucre,934755.0,9195.0,101656.5,261731.5
Malaisie,Asie tropicale,2013,Vanille,17.0,34.0,505.6,678.1
Malaisie,Asie tropicale,2013,Café,20144.0,36178.0,556.8,56402.2
Malaisie,Asie tropicale,2013,Girofle,1322.0,1025.0,1289.7,5948.0
Malaisie,Asie tropicale,2013,Noix de coco,554036.0,77765.0,7124.5,304719.8
Madagascar,Afrique de l'Est,2014,Canne à sucre,2537756.0,46158.0,54979.2,710571.7
Madagascar,Afrique de l'Est,2014,Vanille,3164.0,4451.0,711.0,126569.4
Madagascar,Afrique de l'Est,2014,Café,,,,
Madagascar,Afrique de l'Est,2014,Girofle,15330.0,11547.0,1327.6,68983.5
Madagascar,Afrique de l'Est,2014,Noix de coco,107892.0,29850.0,3614.5,59340.6
Mozambique,Afrique de l'Est,2014,Canne à sucre,4061658.0,63961.0,63501.7,1137264.1
Mozambique,Afrique de l'Est,2014,Vanille,138.0,339.0,407.9,5532.6
Mozambique,Afrique de l'Est,2014,Café,24369.0,80812.0,301.6,68234.5
Mozambique,Afrique de l'Est,2014,Girofle,2162.0,2189.0,987.6,9727.4
Mozambique,Afrique de l'Est,2014,Noix de coco,24820.0,7699.0,3223.8,13651.0
Kenya,Afrique de l'Est,2014,Canne à sucre,5652012.0,75352.0,75007.6,1582563.4
